class_0000,class_0001,class_0002,class_0003,class_0004,class_0005,class_0006,class_0007,class_0008,class_0009
0.11792407325158147,-0.01899072779134058,-0.097088830228399,0.0,0.020204704548205683,0.0,-0.14487054723853623,0.0,-0.07602597582266518,-0.1312156917179046
0.0,0.00023977856084884334,-0.02246314393440009,-0.050926460351340595,0.0,0.025932490734860373,-0.007423979661207649,-0.043104615616819525,0.0,-0.03636718537523218
-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
6.255563990769874e-05,-0.005354474175589726,-0.00012096130189057718,0.0,-0.0043133038363498254,-0.0026466714270874108,0.0,0.0011408442288848666,-0.0016039545287337893,0.0037326177117016947
0.025724410495845493,0.0,0.012616715365784533,0.014157699288258758,-0.05433264470853411,0.023841744465511194,0.0,-0.029522804021018152,-0.01662334430514834,0.045844430404757996
0.0,-0.015899213505938935,0.0,0.0012791575122351549,-0.013577889492233503,-0.013342444699578447,0.001818798119582225,-0.004766294847092571,0.005841473784153789,0.01424765575765529
-0.0055385876638767,0.0,0.0,-0.006894290075118704,-0.12909453236757207,0.01955342943394139,-0.107947285430689,-0.0014061089100640394,-0.032000691093730695,0.11199943091115461
0.13874750848867556,-0.08650079201432205,-0.1455820720904687,0.0,-0.10883657763497463,0.0020778651364961346,-0.2587358477501376,0.09632868353817099,-0.09075456215320493,0.06633980409119199
0.1166352998037957,0.0,0.0,-0.14729096421399798,-0.19644779619623626,0.06778092758333237,-0.47534937121111054,0.08745172039159838,0.03746158262740583,0.07693216645868928
0.1824659583583654,0.038358977355072106,-0.27717904358687334,-0.05258733999119239,0.0,-0.0664469011597331,-0.10666013356852357,0.0,-0.21782520456441776,-0.2366953596329728
0.0,0.28286050135396484,0.022431700579249553,0.2597206026651672,0.04896702986408986,0.0,-0.507672449211323,0.1968552518891498,0.17659055129657714,-0.06837752149889506
0.0,0.0,0.0,-0.8100817004640671,0.235799443071162,0.08032506660239823,0.0,0.20742288638013623,0.16011707853909468,-0.19901505528615124
-0.13343281491972336,0.0,0.7605813159585906,-0.2817595592032286,0.18432108123138213,0.8566335248241514,-1.039128081683708,0.0849680033273368,0.0,-0.5888665489980126
0.0,0.0,-0.7936879923247394,-0.09437029531804118,0.4938882678314055,0.0,-0.4744375546772393,0.0,0.303540113873504,-0.03407689204496567
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0
-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
0.0019382624344562822,-5.803375597151894e-05,0.0003155992718038806,0.000547954871620368,-0.0006594881243338558,0.0,-0.0023409805373364265,0.002116484359340456,0.0008114189776223408,-0.0014448483840781496
-0.35509566831768935,0.139306012020148,0.02157204330853199,0.0,-0.17500862773675221,-0.22375241101014867,-0.11250922398899733,-0.07573475597070818,0.03635882138471113,0.308724299931798
0.44515342636937655,-0.005483062153364414,0.0,0.0,-0.4714506512330787,-0.1429205998202037,-0.8086882343717788,0.0,-0.20420842232187034,0.19520931956199009
0.0456602766246436,0.0,-0.2095364946524629,0.07736561682721667,-0.2411923070971884,-0.04651853919047602,-0.5087991539153625,0.4896185064887077,-0.13083732606580636,0.23400932051253476
0.7074319338101127,-0.5784061292502363,-0.16372404721473777,0.09881558190751243,-0.6580988549149156,-0.1632739533556885,-0.23229271318704595,0.11971971380792629,0.1832720050914968,0.04714859558558969
0.6467498357619124,0.0,0.04247793166385519,0.0,-0.10362897971876804,0.0,-0.1268274718529514,0.21526668478699704,-0.16422527677492132,0.0
0.24475953848573043,0.0,-0.2635155901513974,0.3753865390399712,0.0,-0.3231393553859997,-0.8322921128199043,0.39261707801922713,-0.2341572283579907,-0.15162509713990466
-0.014919736509419216,0.0,0.06279293670918949,0.08332337743381832,-0.17591116217352873,0.27098559121510624,-1.2763491127643902,0.20395392248869634,0.31078643939317624,-0.039269754078268056
0.10092422002381934,-0.18702449277383873,0.14273590470363182,0.22115649852942623,-0.2911915532405931,0.2829535306195398,-1.3373745775155959,0.43137216089107216,-0.05918257410631011,-0.18042014449279634
0.07022229788228108,-0.5879238541033843,-0.14445573263559303,0.03160927949460371,0.0,0.4786086395833354,-0.7363359967749354,0.0,-0.04228705783091167,0.23270096571614707
0.09363634550173137,0.0,0.0,0.0,-0.274331798784489,-0.650319959747322,-0.2513576397293879,0.5841293706481846,0.5230359438349823,-0.22754272188970856
0.08165249948116064,0.0,0.19419450737629537,-0.47144375512307723,-0.14764949481712636,0.19258815180823208,-0.8108186636270693,0.07962525729306104,0.0,-0.1339387638685945
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
-0.12433736430885023,-0.06909932834260253,-0.047275127626778074,-0.06637026121128442,-0.2531558638270496,0.01573989598226656,0.0,0.5614469056208726,-0.026713812167801845,-0.01684647668120345
0.29304087463467154,0.1869236061962699,-0.2946908489492329,-0.38500697456173105,-0.2199964539368858,-0.01542489787322017,-0.7426851662267822,-0.1084533528806243,0.008250266951695288,0.0
0.0,0.0,0.018625785855077476,0.0,-0.8854946410862601,-0.4008439311329836,0.0,0.4762996330964148,-0.27279753597562156,0.373259070583215
0.0,0.2928945084059383,0.15099494163931512,0.1640513243798282,-0.5908601962312504,-0.5834510368570095,-0.7387832837574109,0.2834011748634942,-0.5309202732616891,0.3441803697266943
0.05373482782805048,0.2982569647885783,0.2679595279780916,0.0,0.0,-0.5250920122250395,-0.49928890386648933,-0.0406647431991992,-0.11723500540277076,-0.2514573683365446
0.14175875913304142,0.0,-0.12340679020608654,0.15663104072331685,-0.22617364324170616,-0.1990096863126739,-0.8135074470456737,0.7514774367526379,-0.038082792462860345,-0.1374330745305422
0.07110731750084558,0.0,0.026627402725907506,0.0,-0.1285665700892962,-0.043101722635538436,-0.4923569899715221,0.0058463344405742836,0.016414041308525605,-0.006523504666175888
0.2263557545380802,-0.22687114707937092,0.0,0.12025233060119486,0.0,-0.11372873992944402,-0.1368163494749416,0.035828049989998355,-0.03387116422841195,-0.155973240251285
0.11455485398298615,0.0,-0.03223332281166492,0.03528546807009236,-0.04725770088830369,-0.05679832051252278,0.0,0.0,0.0,0.0554633145441114
0.0047097425332625524,0.0,-0.04808765985892229,0.31913704134168525,0.0,0.15039501145362946,-0.2364019188421745,0.007984859063552882,0.28060753401510036,-0.16460434497764315
-0.0801502168447716,0.0,0.0,0.20751779124153524,0.05923166314106458,0.5109395874464477,0.0,0.015567681463558355,0.0,-0.09106158455516478
0.002134587885811377,0.0,0.0,-0.010212173017752402,0.0,0.0,0.0023022693774248913,0.0,0.0034069557282874674,-0.00551301628140811
-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0
-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0
-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0
0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0
